Record Type,PO Number,PO Number.1,PO Number.2,Chg,Com,Type,Conf,Order Date,Buyer,Account Number,Supplier,Curr,Item,Commodity Code,Description,Qty,Un,Order Value,Amount Invoiced,Unnamed: 20,WBS Code,Contract,Remarks
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,[SIGNCUST] Custom Design Sign 1500 x 400mm Alupanel Non-reflective -Georgiou Logo,8.0,EA,736.0,736.0,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,[SIGN953] Safety Sign 600 x 450mm Alupanel Non-reflective - Site Office,8.0,EA,304.0,304.0,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,[SIGN218] Safety Sign 600 x 450mm - DANGER Keep Out Authorised Personnel Only - Alupanel Non-reflective,8.0,EA,304.0,304.0,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,[SIGNSEC] Safety Sign 600 x 450mm - Security Notice Surveillance Cameras In Use - Alupanel Non-reflective,8.0,EA,304.0,304.0,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,"[SNBXRF9X6] Boxed Edge Refl Cl1W - 900 x 600 - Gas Pipeline, No Vibration",4.0,EA,300.0,300.0,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,8.0,MATS-001,[SIGNBPOD] Safety Sign Bi Pod Multi Message Leg Only (1),8.0,EA,168.53,168.53,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,9.0,MATS-001,[STICKFIRE] Hard Hat Stickers - (12 on sheet) - Fire Warden,1.0,EA,23.29,23.29,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,10.0,MATS-001,[STICK500] Hard Hat Stickers - (12 on sheet) - First Aid,1.0,EA,23.29,23.29,,N008100,3093.0,Order Complete
ttOrder,3093/M00028,3093/M00028,3093/M00028,V001,Y,N,Y,21/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,11.0,MATS-001,Delivery - Regional,1.0,EA,32.9,32.9,,N008100,3093.0,Order Complete
ttOrder,3093/M00029,3093/M00029,3093/M00029,V001,Y,N,N,22/08/2023,bstormon,ADOB01,Adobe Systems Software Irelan,AUD,1.0,MATS-001,ACROBAT PRO SUBSCRPT ALL MLP License,9.0,EA,271.98,271.98,,N002190,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,[YELMANUP] 1200 x 1800mm Coreflute Yellow Man Cut Out - Pointing Up,20.0,EA,1085.78,1085.78,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,SIGNSTICK] Custom Sticker A4 (to suit yellow men) - DANGER Overhead Powerlines ___m,20.0,EA,56.2,56.2,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,[FSTAIDCS30] Snake and Spider Bite First Aid Kit - Soft Pack,10.0,EA,327.94,327.94,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,[FSTAID220] First Aid Kit 1-25 Person - Plastic Portable Case,10.0,EA,1092.42,1092.42,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,GLVCLIP] Glove Guard Clip,100.0,EA,331.48,331.48,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,GLVPAN-09] Ripper Gripper Gloves Lightweight - Size 9 - Large (ea/12pack),108.0,EA,240.59,240.59,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,[SPECSCL] Safety Specs - Clear (ea/12Box),108.0,EA,219.77,219.77,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,8.0,MATS-001,SPECSBL] Safety Specs - Smoked (ea/12Box),108.0,EA,219.77,219.77,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,9.0,MATS-001,[DUSTP2V] P2 Dust Masks w/- Valve (Box of 10),10.0,EA,375.36,375.36,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,10.0,MATS-001,PLASTICBRIM-O] Hard Hat Plastic Snap Brim w/- neck flap ORANGE,20.0,EA,415.12,415.12,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,11.0,MATS-001,SUNSCR1LT] Sunscreen 1L Pump Pack 50+ (ea/6 per box),12.0,EA,282.75,282.75,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,12.0,MATS-001,[SIGN1290CUSC] Safety Sign 1200 x 900mm Coreflute - Georgiou Construction Site,10.0,EA,750.0,750.0,,N008100,3093.0,Order Complete
ttOrder,3093/M00031,3093/M00031,3093/M00031,V001,Y,N,Y,23/08/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,13.0,DEL01,Delivery - Regional,1.0,NO,32.9,32.9,,N008100,3093.0,Order Complete
ttOrder,3093/M00032,3093/M00032,3093/M00032,V001,Y,N,Y,23/08/2023,bstormon,REA001,Reali Supply,AUD,1.0,MATS-001,Men's Lightweight Taped Two Tone Long Sleeve,5.0,EA,168.63,168.63,,N003001,3093.0,Order Complete
ttOrder,3093/M00032,3093/M00032,3093/M00032,V001,Y,N,Y,23/08/2023,bstormon,REA001,Reali Supply,AUD,2.0,MATS-001,Career Mens Contemporary Fit Long Sleeve,1.0,EA,62.4,62.4,,N003001,3093.0,Order Complete
ttOrder,3093/M00032,3093/M00032,3093/M00032,V001,Y,N,Y,23/08/2023,bstormon,REA001,Reali Supply,AUD,3.0,MATS-001,312652 Argyle Zip TPU Scuff Cap Boot - Wheat,1.0,EA,154.5,154.5,,N003001,3093.0,Order Complete
ttOrder,3093/M00033,3093/M00033,3093/M00033,V001,Y,N,Y,25/08/2023,ajeffery,EUR003,Europcar WA,AUD,1.0,MATS-001,Hire 4x4 tray back for Jamie Taylor,1.0,EA,600.0,0.0,,N002110,3093.0,Order Complete
ttOrder,3093/M00034,3093/M00034,3093/M00034,V001,Y,N,Y,05/09/2023,bstormon,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,1.0,MATS-001,5x furniture for houses,12554.54,EA,12554.54,12554.54,,N031001,3093.0,Order Complete
ttOrder,3093/M00034,3093/M00034,3093/M00034,V001,Y,N,Y,05/09/2023,bstormon,THE078,THE TRUSTEE FOR BEVELUCK NO 2,AUD,2.0,MATS-001,Dryers,1227.27,EA,1227.27,1227.27,,N031001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,1.0,MATS-001,Safety Glasses Tsunami Smoke Lens,24.0,EA,36.0,36.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,2.0,MATS-001,Hard Hat V9 Vented Pushlock,10.0,EA,112.0,112.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,3.0,MATS-001,HARD HAT PLASTIC BRIM FLURO ORANGE,10.0,EA,128.0,128.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,4.0,MATS-001,Gloves Riggamate Natural Cowgrain,20.0,EA,94.0,94.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,5.0,MATS-001,Prosense Sand Grip Glove Size 10,120.0,EA,308.4,308.4,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,6.0,MATS-001,Pro-Bullet Disposable Uncorded,4.0,EA,119.92,119.92,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,7.0,MATS-001,Respirator P2 with Valve Box 12,10.0,EA,182.9,182.9,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,8.0,MATS-001,Safety Vest Fluro Orange X Back,10.0,EA,59.5,59.5,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,9.0,MATS-001,Outdoor/Snake/Spider Module Unit,1.0,EA,16.9,16.9,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,10.0,MATS-001,Essential Industrial Response,1.0,EA,75.0,75.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,11.0,MATS-001,Emergency Assembly Area 600X400MM,10.0,EA,205.0,205.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,12.0,MATS-001,600X450MM CORFLUTE - 'DANGER DEEP,10.0,EA,205.0,205.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,13.0,MATS-001,First Aid Room 600x400mm Corflute,5.0,EA,102.5,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,14.0,MATS-001,Danger Overhead Powerlines,10.0,EA,205.0,135.05,,N003001,3093.0,Order Complete
ttOrder,3093/M00035,3093/M00035,3093/M00035,V001,Y,N,Y,28/08/2023,bstormon,KONN01,Konnect,AUD,15.0,MATS-001,"Paramount - Eyewash Station, takes",5.0,EA,140.0,140.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,1.0,MATS-001,Smooth Drum Roller - Wet Hire,2091.38,HR,250965.6,51360.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,2.0,MATS-001,Multi Tyre Roller - Wet Hire No Operator,2091.38,HR,115025.9,23650.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,3.0,MATS-001,140M grader inc GPS/UTS,2091.38,HR,432915.66,96876.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,4.0,MATS-001,Water Cart 12KL - WET Hire,4182.77,HR,543760.1,111670.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,5.0,MATS-001,Supervisor,2091.38,HR,271879.4,24250.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,6.0,MATS-001,Accommodation,15000.0,EA,15000.0,12771.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,7.0,MATS-001,Float,34.0,EA,34680.0,0.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,8.0,MATS-001,Labour / Travel / Prestart,500.0,EA,35000.0,22050.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,9.0,MATS-001,Mobilisation,1.0,EA,12504.29,12504.29,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,10.0,MATS-001,Light Vehicle/Site Vehicle,500.0,EA,25000.0,2600.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,11.0,MATS-001,Living Away from Home Allowance,500.0,EA,25000.0,7200.0,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00036,3093/M00036,3093/M00036,V006,Y,E,Y,10/10/2023,vstone,HIE001,HIESLER CONTRACTING PTY LTD,AUD,12.0,MATS-001,Fuel Supplied by Hiesler,3000.0,EA,3000.0,1446.4,,GZPV010,3093.0,Order Complete
ttOrder,3093/M00037,3093/M00037,3093/M00037,V006,Y,N,Y,28/08/2023,bstormon,JAM002,James Lane,AUD,1.0,MATS-001,5x house sets,34231.23,EA,34231.23,31119.3,,N031001,3093.0,Order Complete
ttOrder,3093/M00038,3093/M00038,3093/M00038,V006,Y,N,Y,29/08/2023,bstormon,REA001,Reali Supply,AUD,1.0,MATS-001,Argyle Zip Sided 150mm Derby Style Lace-Up Safety Boot,1.0,EA,192.6,192.6,,N003001,3093.0,Order Complete
ttOrder,3093/M00038,3093/M00038,3093/M00038,V006,Y,N,Y,29/08/2023,bstormon,REA001,Reali Supply,AUD,2.0,MATS-001,Cotton Drill Taped Cargo Pants - Navy,5.0,EA,114.75,114.75,,N003001,3093.0,Order Complete
ttOrder,3093/M00038,3093/M00038,3093/M00038,V006,Y,N,Y,29/08/2023,bstormon,REA001,Reali Supply,AUD,3.0,MATS-001,Men's Lightweight Taped Two Tone Long Sleeve Shirt - Yellow/Navy,5.0,EA,168.65,168.65,,N003001,3093.0,Order Complete
ttOrder,3093/M00038,3093/M00038,3093/M00038,V006,Y,N,Y,29/08/2023,bstormon,REA001,Reali Supply,AUD,4.0,MATS-001,Hi Vis Soft Shell Jacket with 3M Tape,1.0,EA,80.75,80.75,,N003001,3093.0,Order Complete
ttOrder,3093/M00038,3093/M00038,3093/M00038,V006,Y,N,Y,29/08/2023,bstormon,REA001,Reali Supply,AUD,5.0,MATS-001,Vented Hard Hat Type 1 with Georgiou Pad Print,1.0,EA,13.82,13.82,,N003001,3093.0,Order Complete
ttOrder,3093/M00038,3093/M00038,3093/M00038,V006,Y,N,Y,29/08/2023,bstormon,REA001,Reali Supply,AUD,6.0,MATS-001,Stockade Safety Spec,1.0,EA,2.4,2.38,,N003001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,1.0,MATS-001,Traffic Controller Per Hr,11230.0,HR,520510.5,40139.11,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,2.0,MATS-001,Establishment per day per person,2552.25,EA,76567.5,3630.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,3.0,MATS-001,Traffic Vehicle per hr,8167.2,HR,179678.4,23765.5,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,4.0,MATS-001,Traffic Controller @ 1.5,3101.85,HR,189274.89,12295.53,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,5.0,MATS-001,Traffic Controller @ 2,1437.53,HR,113564.87,4226.5,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,6.0,MATS-001,Traffic Controller @ Weekend,958.35,HR,75709.65,7682.75,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,7.0,MATS-001,Meal allowance after 10 hours,2150.65,HR,47314.39,2222.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00039,3093/M00039,3093/M00039,V002,Y,N,Y,29/08/2023,bstormon,ALTU01,Altus Traffic,AUD,8.0,MATS-001,Traffic Management Vehicle - Utility per day,1399.36,DAY,44919.6,3418.66,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00040,3093/M00040,3093/M00040,V005,Y,N,Y,01/10/2023,bstormon,SCO003,Scott Roadways,AUD,1.0,MATS-001,Truck - Semi Side Tipper - 22-24 payload,3000.0,HR,555000.0,284298.75,,1APV010,3093.0,Order Complete
ttOrder,3093/M00040,3093/M00040,3093/M00040,V005,Y,N,Y,01/10/2023,bstormon,SCO003,Scott Roadways,AUD,2.0,MATS-001,Front Loader 950H,300.0,HR,55500.0,16405.0,,1APV010,3093.0,Order Complete
ttOrder,3093/M00040,3093/M00040,3093/M00040,V005,Y,N,Y,01/10/2023,bstormon,SCO003,Scott Roadways,AUD,3.0,MATS-001,Water storage tanks,40.0,DAY,6000.0,1500.0,,1APV010,3093.0,Order Complete
ttOrder,3093/M00040,3093/M00040,3093/M00040,V005,Y,N,Y,01/10/2023,bstormon,SCO003,Scott Roadways,AUD,4.0,PLAN-001,B-Double Tanker or Side Tipper,300.0,HR,63000.0,21630.0,,1APV010,3093.0,Order Complete
ttOrder,3093/M00041,3093/M00041,3093/M00041,V005,Y,N,Y,29/08/2023,bstormon,JJRY01,JJ Ryan Consulting,AUD,1.0,MATS-001,Principal Engineer (RPEQ) 12+ years,800.0,EA,180000.0,0.0,,N001023,3093.0,Order Complete
ttOrder,3093/M00041,3093/M00041,3093/M00041,V005,Y,N,Y,29/08/2023,bstormon,JJRY01,JJ Ryan Consulting,AUD,2.0,MATS-001,Senior Engineer 6-12 years,1925.0,EA,346500.0,0.0,,N001023,3093.0,Order Complete
ttOrder,3093/M00041,3093/M00041,3093/M00041,V005,Y,N,Y,29/08/2023,bstormon,JJRY01,JJ Ryan Consulting,AUD,3.0,MATS-001,"Project Engineer, 3-6 years",1950.0,EA,292500.0,0.0,,N001023,3093.0,Order Complete
ttOrder,3093/M00041,3093/M00041,3093/M00041,V005,Y,N,Y,29/08/2023,bstormon,JJRY01,JJ Ryan Consulting,AUD,4.0,MATS-001,Vehicle Usage,290.0,EA,43500.0,0.0,,N001023,3093.0,Order Complete
ttOrder,3093/M00041,3093/M00041,3093/M00041,V005,Y,N,Y,29/08/2023,bstormon,JJRY01,JJ Ryan Consulting,AUD,5.0,MATS-001,Accomodation,50.0,EA,6250.0,0.0,,N001023,3093.0,Order Complete
ttOrder,3093/M00042,3093/M00042,3093/M00042,V005,Y,N,Y,29/08/2023,bstormon,JJRI02,JJ Richards & Sons Pty Ltd T/,AUD,1.0,MATS-001,9m Skip,10.0,EA,8650.0,1583.25,,N002101,3093.0,Order Complete
ttOrder,3093/M00042,3093/M00042,3093/M00042,V005,Y,N,Y,29/08/2023,bstormon,JJRI02,JJ Richards & Sons Pty Ltd T/,AUD,2.0,MATS-001,Disposal fee,10.0,EA,2780.0,2780.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00043,3093/M00043,3093/M00043,V001,Y,N,N,30/08/2023,bstormon,STEL01,Stellar Systems Pty Ltd,AUD,1.0,MATS-001,Ubiquiti UniFi AC Pro V2 Indoor &,2.0,EA,456.48,228.24,,N002190,3093.0,Order Complete
ttOrder,3093/M00043,3093/M00043,3093/M00043,V001,Y,N,N,30/08/2023,bstormon,STEL01,Stellar Systems Pty Ltd,AUD,2.0,MATS-001,Freight Standard,1.0,EA,20.0,20.0,,N002190,3093.0,Order Complete
ttOrder,3093/M00043,3093/M00043,3093/M00043,V001,Y,N,N,30/08/2023,bstormon,STEL01,Stellar Systems Pty Ltd,AUD,3.0,MATS-001,Ubiquiti UniFi AC Pro V2 Indoor &,-1.0,EA,-228.24,0.0,,N002190,3093.0,Order Complete
ttOrder,3093/M00044,3093/M00044,3093/M00044,V001,Y,N,Y,30/08/2023,bstormon,ALCO01,Alcolizer Technology,AUD,1.0,MATS-001,HH3 Alcohol Tester (AS3547:2019) 12 Month Cal,2.0,EA,1590.0,1590.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00044,3093/M00044,3093/M00044,V001,Y,N,Y,30/08/2023,bstormon,ALCO01,Alcolizer Technology,AUD,2.0,MATS-001,Mouthpiece,200.0,EA,84.0,84.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00044,3093/M00044,3093/M00044,V001,Y,N,Y,30/08/2023,bstormon,ALCO01,Alcolizer Technology,AUD,3.0,MATS-001,Delivery,1.0,EA,24.0,24.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00045,3093/M00045,3093/M00045,V001,Y,N,Y,21/09/2023,cmacdonald,MAST09,Master Hire,AUD,1.0,MATS-001,2x mobile toilet,4.0,EA,240.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00045,3093/M00045,3093/M00045,V001,Y,N,Y,21/09/2023,cmacdonald,MAST09,Master Hire,AUD,2.0,MATS-001,Pump out,2.0,EA,140.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00045,3093/M00045,3093/M00045,V001,Y,N,Y,21/09/2023,cmacdonald,MAST09,Master Hire,AUD,3.0,MATS-001,Tandem trailer,2.0,EA,661.16,330.58,,N002101,3093.0,Order Complete
ttOrder,3093/M00046,3093/M00046,3093/M00046,V001,Y,N,Y,22/09/2023,bstormon,MAST09,Master Hire,AUD,1.0,MATS-001,Contract 143333-06 Mobile Toilet Trailer,24.0,WK,1440.0,317.14,,N002101,3093.0,Order Complete
ttOrder,3093/M00046,3093/M00046,3093/M00046,V001,Y,N,Y,22/09/2023,bstormon,MAST09,Master Hire,AUD,2.0,MATS-001,Contract 144259-06 Mobile Toilet Trailer,24.0,WK,1440.0,51.42,,N002101,3093.0,Order Complete
ttOrder,3093/M00046,3093/M00046,3093/M00046,V001,Y,N,Y,22/09/2023,bstormon,MAST09,Master Hire,AUD,3.0,MATS-001,Contract 147867-06 Mobile Toilet Trailer,24.0,WK,1440.0,42.85,,N002101,3093.0,Order Complete
ttOrder,3093/M00046,3093/M00046,3093/M00046,V001,Y,N,Y,22/09/2023,bstormon,MAST09,Master Hire,AUD,4.0,MATS-001,Contract 147887-06 Mobile Toilet Trailer,24.0,WK,1440.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00046,3093/M00046,3093/M00046,V001,Y,N,Y,22/09/2023,bstormon,MAST09,Master Hire,AUD,5.0,MATS-001,"Mobile toilet pump outs as & when required,",700.0,EA,700.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00047,3093/M00047,3093/M00047,V001,Y,N,Y,01/09/2023,bstormon,WIR003,Wire Property Agents,AUD,1.0,MATS-001,Bond,1.0,EA,2000.0,2000.0,,N031001,3093.0,Order Complete
ttOrder,3093/M00047,3093/M00047,3093/M00047,V001,Y,N,Y,01/09/2023,bstormon,WIR003,Wire Property Agents,AUD,2.0,MATS-001,Rent for the month,2389.88,EA,2389.88,2172.62,,N031001,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,1.0,MATS-001,Body Truck,1.0,EA,119.0,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,2.0,MATS-001,Semi-Side Tipper,100.0,EA,233747.5,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,3.0,MATS-001,13t Exc with GPS,1.0,EA,145.0,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,4.0,MATS-001,22.5T Exc with GPS 170,1.0,EA,168.0,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,5.0,MATS-001,Water Supply,779.41,KL,19200.0,2494.11,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,6.0,MATS-001,Grader 140H/M,200.0,EA,103871.1,0.0,,1LPV011,3093.0,Order Complete
ttOrder,3093/M00048,3093/M00048,3093/M00048,V002,N,N,Y,01/10/2023,bstormon,BKHI01,BK Hire,AUD,7.0,MATS-001,Roller – Smooth Drum or Padfoot,100.0,EA,93101.25,0.0,,1LPV011,3093.0,Order Complete
